2023-01-07 14:58:03,276 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2023-01-07 15:00:09,566 INFO    MainThread:13968 [wandb_init.py:_resume_backend():398] resuming backend
2023-01-07 15:00:09,589 INFO    MainThread:13968 [wandb_init.py:_pause_backend():389] pausing backend
2023-01-07 15:00:09,589 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2023-01-07 15:00:17,089 INFO    MainThread:13968 [wandb_init.py:_resume_backend():398] resuming backend
2023-01-07 15:00:17,112 INFO    MainThread:13968 [wandb_init.py:_pause_backend():389] pausing backend
2023-01-07 15:00:17,113 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2023-01-07 15:00:31,010 INFO    MainThread:13968 [wandb_init.py:_resume_backend():398] resuming backend
2023-01-07 15:00:31,031 INFO    MainThread:13968 [wandb_init.py:_pause_backend():389] pausing backend
2023-01-07 15:00:31,031 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2023-01-07 15:00:37,210 INFO    MainThread:13968 [wandb_init.py:_resume_backend():398] resuming backend
2023-01-07 15:00:37,211 INFO    MainThread:13968 [wandb_init.py:_pause_backend():389] pausing backend
2023-01-07 15:00:37,211 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2023-01-07 15:00:40,355 INFO    MainThread:13968 [wandb_init.py:_resume_backend():398] resuming backend
2023-01-07 15:00:40,389 INFO    MainThread:13968 [wandb_init.py:_pause_backend():389] pausing backend
2023-01-07 15:00:40,389 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2023-01-07 15:03:11,607 INFO    MainThread:13968 [wandb_init.py:_resume_backend():398] resuming backend
2023-01-07 15:03:11,610 INFO    MainThread:13968 [wandb_init.py:_pause_backend():389] pausing backend
2023-01-07 15:03:11,610 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2023-01-07 15:03:32,939 INFO    MainThread:13968 [wandb_init.py:_resume_backend():398] resuming backend
2023-01-07 15:03:33,080 INFO    MainThread:13968 [wandb_init.py:_pause_backend():389] pausing backend
2023-01-07 15:03:33,080 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2023-01-07 15:04:16,258 INFO    MainThread:13968 [wandb_init.py:_resume_backend():398] resuming backend
2023-01-07 15:04:16,274 INFO    MainThread:13968 [wandb_init.py:_pause_backend():389] pausing backend
2023-01-07 15:04:16,274 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2023-01-07 15:04:32,212 INFO    MainThread:13968 [wandb_init.py:_resume_backend():398] resuming backend
2023-01-07 15:04:32,215 INFO    MainThread:13968 [wandb_init.py:_pause_backend():389] pausing backend
2023-01-07 15:04:32,215 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2023-01-07 15:04:35,406 INFO    MainThread:13968 [wandb_init.py:_resume_backend():398] resuming backend
2023-01-07 15:04:35,422 INFO    MainThread:13968 [wandb_init.py:_pause_backend():389] pausing backend
2023-01-07 15:04:35,423 INFO    MainThread:13968 [jupyter.py:save_ipynb():378] not saving jupyter notebook
